round(f.occupancyPercentage * f.seatsCapacity/100),f.operator,entrada.iata,salida.iata,entrada.airportName,salida.airportName
87.0,IBS,MAD,TFN,Adolfo Suárez Madrid–Barajas Airport,Tenerife Norte Airport
87.0,IBS,MAD,TFN,Adolfo Suárez Madrid–Barajas Airport,Tenerife Norte Airport
87.0,IBE,MAD,TFS,Adolfo Suárez Madrid–Barajas Airport,Tenerife South Airport
58.0,ANE,MAD,TLS,Adolfo Suárez Madrid–Barajas Airport,Toulouse-Blagnac Airport
87.0,MAC,MAD,TNG,Adolfo Suárez Madrid–Barajas Airport,Ibn Batouta Airport
0.0,AME,MAD,TOJ,Adolfo Suárez Madrid–Barajas Airport,Torrejón Airport
87.0,IBE,MAD,TXL,Adolfo Suárez Madrid–Barajas Airport,Berlin-Tegel Airport
96.0,IBE,MAD,VCE,Adolfo Suárez Madrid–Barajas Airport,Venice Marco Polo Airport
103.0,AEA,MAD,VGO,Adolfo Suárez Madrid–Barajas Airport,Vigo Airport
96.0,IBE,MAD,VGO,Adolfo Suárez Madrid–Barajas Airport,Vigo Airport
87.0,IBE,MAD,VGO,Adolfo Suárez Madrid–Barajas Airport,Vigo Airport
87.0,LDM,MAD,VIE,Adolfo Suárez Madrid–Barajas Airport,Vienna International Airport
45.0,SWT,MAD,VLC,Adolfo Suárez Madrid–Barajas Airport,Valencia Airport
58.0,ANE,MAD,VLC,Adolfo Suárez Madrid–Barajas Airport,Valencia Airport
58.0,ANE,MAD,VLC,Adolfo Suárez Madrid–Barajas Airport,Valencia Airport
45.0,ANE,MAD,VLC,Adolfo Suárez Madrid–Barajas Airport,Valencia Airport
5.0,INI,MAD,XRY,Adolfo Suárez Madrid–Barajas Airport,Jerez Airport
58.0,ANE,MAD,XRY,Adolfo Suárez Madrid–Barajas Airport,Jerez Airport
58.0,ANE,MAD,XRY,Adolfo Suárez Madrid–Barajas Airport,Jerez Airport
103.0,RYR,MAH,BCN,Menorca Airport,Barcelona International Airport
96.0,VLG,MAH,BCN,Menorca Airport,Barcelona International Airport
87.0,VLG,MAH,BCN,Menorca Airport,Barcelona International Airport
87.0,VLG,MAH,BCN,Menorca Airport,Barcelona International Airport
87.0,VLG,MAH,BCN,Menorca Airport,Barcelona International Airport
87.0,VLG,MAH,BCN,Menorca Airport,Barcelona International Airport
96.0,VLG,MAH,BCN,Menorca Airport,Barcelona International Airport
87.0,VLG,MAH,BCN,Menorca Airport,Barcelona International Airport
68.0,VOE,MAH,BIO,Menorca Airport,Bilbao Airport
96.0,VLG,MAH,BIO,Menorca Airport,Bilbao Airport
87.0,VLG,MAH,GRX,Menorca Airport,Federico Garcia Lorca Airport
87.0,EZY,MAH,LGW,Menorca Airport,London Gatwick Airport
103.0,RYR,MAH,MAD,Menorca Airport,Adolfo Suárez Madrid–Barajas Airport
87.0,IBS,MAH,MAD,Menorca Airport,Adolfo Suárez Madrid–Barajas Airport
4.0,UNKNOWN,MAH,PMI,Menorca Airport,Palma De Mallorca Airport
45.0,SWT,MAH,PMI,Menorca Airport,Palma De Mallorca Airport
45.0,SWT,MAH,PMI,Menorca Airport,Palma De Mallorca Airport
58.0,ANE,MAH,PMI,Menorca Airport,Palma De Mallorca Airport
58.0,ANE,MAH,PMI,Menorca Airport,Palma De Mallorca Airport
58.0,ANE,MAH,PMI,Menorca Airport,Palma De Mallorca Airport
58.0,ANE,MAH,PMI,Menorca Airport,Palma De Mallorca Airport
68.0,VOE,MAH,VLC,Menorca Airport,Valencia Airport
96.0,VLG,MAH,VLC,Menorca Airport,Valencia Airport
45.0,ANE,MLN,AGP,Melilla Airport,Málaga Airport
45.0,ANE,MLN,AGP,Melilla Airport,Málaga Airport
45.0,ANE,MLN,AGP,Melilla Airport,Málaga Airport
5.0,UGC,MLN,AGP,Melilla Airport,Málaga Airport
5.0,UGC,MLN,AGP,Melilla Airport,Málaga Airport
5.0,UGC,MLN,AGP,Melilla Airport,Málaga Airport
45.0,ANE,MLN,GRX,Melilla Airport,Federico Garcia Lorca Airport
45.0,ANE,MLN,LEI,Melilla Airport,Almería International Airport
68.0,VOE,OVD,AGP,Asturias Airport,Málaga Airport
87.0,VLG,OVD,BCN,Asturias Airport,Barcelona International Airport
107.0,VLG,OVD,LPA,Asturias Airport,Gran Canaria Airport
96.0,IBE,OVD,MAD,Asturias Airport,Adolfo Suárez Madrid–Barajas Airport
96.0,IBE,OVD,MAD,Asturias Airport,Adolfo Suárez Madrid–Barajas Airport
4.0,UNKNOWN,OZP,STR,Moron Air Base,Stuttgart Airport
0.0,AME,OZP,ZAZ,Moron Air Base,Zaragoza Air Base
103.0,RYR,PMI,AGP,Palma De Mallorca Airport,Málaga Airport
87.0,VLG,PMI,AGP,Palma De Mallorca Airport,Málaga Airport
87.0,VLG,PMI,ALC,Palma De Mallorca Airport,Alicante International Airport
58.0,OVA,PMI,ALC,Palma De Mallorca Airport,Alicante International Airport
103.0,TRA,PMI,AMS,Palma De Mallorca Airport,Amsterdam Airport Schiphol
96.0,SAS,PMI,ARN,Palma De Mallorca Airport,Stockholm-Arlanda Airport
17.0,SWT,PMI,BCN,Palma De Mallorca Airport,Barcelona International Airport
17.0,SWT,PMI,BCN,Palma De Mallorca Airport,Barcelona International Airport
103.0,RYR,PMI,BCN,Palma De Mallorca Airport,Barcelona International Airport
103.0,RYR,PMI,BCN,Palma De Mallorca Airport,Barcelona International Airport
103.0,AEA,PMI,BCN,Palma De Mallorca Airport,Barcelona International Airport
103.0,AEA,PMI,BCN,Palma De Mallorca Airport,Barcelona International Airport
103.0,AEA,PMI,BCN,Palma De Mallorca Airport,Barcelona International Airport
103.0,AEA,PMI,BCN,Palma De Mallorca Airport,Barcelona International Airport
107.0,VLG,PMI,BCN,Palma De Mallorca Airport,Barcelona International Airport
107.0,VLG,PMI,BCN,Palma De Mallorca Airport,Barcelona International Airport
87.0,VLG,PMI,BCN,Palma De Mallorca Airport,Barcelona International Airport
107.0,VLG,PMI,BCN,Palma De Mallorca Airport,Barcelona International Airport
87.0,EJU,PMI,BFS,Palma De Mallorca Airport,Belfast International Airport
11.0,EJA,PMI,BGI,Palma De Mallorca Airport,Grantley Adams International Airport
103.0,MAY,PMI,BGY,Palma De Mallorca Airport,Milan Bergamo Airport
103.0,RYR,PMI,BHX,Palma De Mallorca Airport,Birmingham International Airport
107.0,VLG,PMI,BIO,Palma De Mallorca Airport,Bilbao Airport
5.0,NJE,PMI,BMA,Palma De Mallorca Airport,Stockholm-Bromma Airport
96.0,EZY,PMI,BRS,Palma De Mallorca Airport,Bristol Airport
103.0,RYR,PMI,BRS,Palma De Mallorca Airport,Bristol Airport
103.0,RYR,PMI,BRU,Palma De Mallorca Airport,Brussels Airport
87.0,EJU,PMI,BSL,Palma De Mallorca Airport,EuroAirport Basel-Mulhouse-Freiburg Airport
87.0,EJU,PMI,BSL,Palma De Mallorca Airport,EuroAirport Basel-Mulhouse-Freiburg Airport
72.0,EWG,PMI,CGN,Palma De Mallorca Airport,Cologne Bonn Airport
103.0,MAY,PMI,CGN,Palma De Mallorca Airport,Cologne Bonn Airport
103.0,MAY,PMI,CGN,Palma De Mallorca Airport,Cologne Bonn Airport
103.0,MAY,PMI,CIA,Palma De Mallorca Airport,Ciampino–G. B. Pastine International Airport
107.0,VLG,PMI,CWL,Palma De Mallorca Airport,Cardiff International Airport
103.0,RYR,PMI,DTM,Palma De Mallorca Airport,Dortmund Airport
87.0,EWG,PMI,DUS,Palma De Mallorca Airport,Düsseldorf Airport
103.0,RYR,PMI,EDI,Palma De Mallorca Airport,Edinburgh Airport
103.0,TRA,PMI,EIN,Palma De Mallorca Airport,Eindhoven Airport
7.0,BNJ,PMI,EIN,Palma De Mallorca Airport,Eindhoven Airport
103.0,RYR,PMI,EMA,Palma De Mallorca Airport,East Midlands Airport
103.0,MAY,PMI,FKB,Palma De Mallorca Airport,Karlsruhe Baden-Baden Airport
3.0,UNKNOWN,PMI,FMM,Palma De Mallorca Airport,Memmingen Allgau Airport
103.0,RYR,PMI,FMM,Palma De Mallorca Airport,Memmingen Allgau Airport
72.0,DLH,PMI,FRA,Palma De Mallorca Airport,Frankfurt am Main Airport
96.0,DLH,PMI,FRA,Palma De Mallorca Airport,Frankfurt am Main Airport
103.0,MAY,PMI,FRA,Palma De Mallorca Airport,Frankfurt am Main Airport
107.0,VLG,PMI,GRX,Palma De Mallorca Airport,Federico Garcia Lorca Airport
103.0,AEA,PMI,GRX,Palma De Mallorca Airport,Federico Garcia Lorca Airport
87.0,EJU,PMI,GVA,Palma De Mallorca Airport,Geneva Cointrin International Airport
87.0,EWG,PMI,HAM,Palma De Mallorca Airport,Hamburg Airport
103.0,RYR,PMI,HAM,Palma De Mallorca Airport,Hamburg Airport
103.0,RYR,PMI,HAM,Palma De Mallorca Airport,Hamburg Airport
103.0,MAY,PMI,HHN,Palma De Mallorca Airport,Frankfurt-Hahn Airport
45.0,SWT,PMI,IBZ,Palma De Mallorca Airport,Ibiza Airport
45.0,SWT,PMI,IBZ,Palma De Mallorca Airport,Ibiza Airport
45.0,SWT,PMI,IBZ,Palma De Mallorca Airport,Ibiza Airport
17.0,SWT,PMI,IBZ,Palma De Mallorca Airport,Ibiza Airport
45.0,SWT,PMI,IBZ,Palma De Mallorca Airport,Ibiza Airport
58.0,ANE,PMI,IBZ,Palma De Mallorca Airport,Ibiza Airport
58.0,ANE,PMI,IBZ,Palma De Mallorca Airport,Ibiza Airport
58.0,ANE,PMI,IBZ,Palma De Mallorca Airport,Ibiza Airport
58.0,ANE,PMI,IBZ,Palma De Mallorca Airport,Ibiza Airport
103.0,RYR,PMI,LBA,Palma De Mallorca Airport,Leeds Bradford Airport
87.0,EJU,PMI,LGW,Palma De Mallorca Airport,London Gatwick Airport
87.0,EJU,PMI,LGW,Palma De Mallorca Airport,London Gatwick Airport
72.0,BAW,PMI,LHR,Palma De Mallorca Airport,London Heathrow Airport
1.0,IBB,PMI,LPA,Palma De Mallorca Airport,Gran Canaria Airport
96.0,EZY,PMI,LPL,Palma De Mallorca Airport,Liverpool John Lennon Airport
96.0,EZY,PMI,LTN,Palma De Mallorca Airport,London Luton Airport
87.0,EZY,PMI,LTN,Palma De Mallorca Airport,London Luton Airport
43.0,LGL,PMI,LUX,Palma De Mallorca Airport,Luxembourg-Findel International Airport
17.0,SWT,PMI,MAD,Palma De Mallorca Airport,Adolfo Suárez Madrid–Barajas Airport
45.0,SWT,PMI,MAD,Palma De Mallorca Airport,Adolfo Suárez Madrid–Barajas Airport
45.0,SWT,PMI,MAD,Palma De Mallorca Airport,Adolfo Suárez Madrid–Barajas Airport
103.0,RYR,PMI,MAD,Palma De Mallorca Airport,Adolfo Suárez Madrid–Barajas Airport
103.0,RYR,PMI,MAD,Palma De Mallorca Airport,Adolfo Suárez Madrid–Barajas Airport
103.0,AEA,PMI,MAD,Palma De Mallorca Airport,Adolfo Suárez Madrid–Barajas Airport
103.0,AEA,PMI,MAD,Palma De Mallorca Airport,Adolfo Suárez Madrid–Barajas Airport
103.0,AEA,PMI,MAD,Palma De Mallorca Airport,Adolfo Suárez Madrid–Barajas Airport
103.0,AEA,PMI,MAD,Palma De Mallorca Airport,Adolfo Suárez Madrid–Barajas Airport
107.0,IBS,PMI,MAD,Palma De Mallorca Airport,Adolfo Suárez Madrid–Barajas Airport
115.0,IBS,PMI,MAD,Palma De Mallorca Airport,Adolfo Suárez Madrid–Barajas Airport
45.0,SWT,PMI,MAH,Palma De Mallorca Airport,Menorca Airport
58.0,ANE,PMI,MAH,Palma De Mallorca Airport,Menorca Airport
45.0,SWT,PMI,MAH,Palma De Mallorca Airport,Menorca Airport
58.0,ANE,PMI,MAH,Palma De Mallorca Airport,Menorca Airport
4.0,UNKNOWN,PMI,MAH,Palma De Mallorca Airport,Menorca Airport
58.0,ANE,PMI,MAH,Palma De Mallorca Airport,Menorca Airport
58.0,ANE,PMI,MAH,Palma De Mallorca Airport,Menorca Airport
96.0,EZY,PMI,MAN,Palma De Mallorca Airport,Manchester Airport
103.0,RYR,PMI,MAN,Palma De Mallorca Airport,Manchester Airport
103.0,RYR,PMI,MAN,Palma De Mallorca Airport,Manchester Airport
87.0,EJU,PMI,MXP,Palma De Mallorca Airport,Malpensa International Airport
103.0,RYR,PMI,NCL,Palma De Mallorca Airport,Newcastle Airport
72.0,VOE,PMI,NTE,Palma De Mallorca Airport,Nantes Atlantique Airport
103.0,RYR,PMI,OPO,Palma De Mallorca Airport,Francisco de Sá Carneiro Airport
103.0,AEA,PMI,ORY,Palma De Mallorca Airport,Paris-Orly Airport
107.0,VLG,PMI,ORY,Palma De Mallorca Airport,Paris-Orly Airport
103.0,RYR,PMI,PIK,Palma De Mallorca Airport,Glasgow Prestwick Airport
107.0,VLG,PMI,SCQ,Palma De Mallorca Airport,Santiago de Compostela Airport
107.0,VLG,PMI,SDR,Palma De Mallorca Airport,Santander Airport
103.0,RYR,PMI,SEN,Palma De Mallorca Airport,Southend Airport
103.0,RYR,PMI,STN,Palma De Mallorca Airport,London Stansted Airport
87.0,EWG,PMI,STR,Palma De Mallorca Airport,Stuttgart Airport
103.0,RYR,PMI,SVQ,Palma De Mallorca Airport,Sevilla Airport
107.0,VLG,PMI,SVQ,Palma De Mallorca Airport,Sevilla Airport
87.0,EJU,PMI,SXF,Palma De Mallorca Airport,Berlin-Schönefeld Airport
103.0,MAY,PMI,SXF,Palma De Mallorca Airport,Berlin-Schönefeld Airport
11.0,NJE,PMI,SXF,Palma De Mallorca Airport,Berlin-Schönefeld Airport
87.0,EJU,PMI,TXL,Palma De Mallorca Airport,Berlin-Tegel Airport
87.0,EJU,PMI,TXL,Palma De Mallorca Airport,Berlin-Tegel Airport
103.0,RYR,PMI,TXL,Palma De Mallorca Airport,Berlin-Tegel Airport
87.0,LDM,PMI,VIE,Palma De Mallorca Airport,Vienna International Airport
45.0,SWT,PMI,VLC,Palma De Mallorca Airport,Valencia Airport
103.0,RYR,PMI,VLC,Palma De Mallorca Airport,Valencia Airport
103.0,AEA,PMI,VLC,Palma De Mallorca Airport,Valencia Airport
96.0,VLG,PMI,VLC,Palma De Mallorca Airport,Valencia Airport
103.0,RYR,PMI,VLL,Palma De Mallorca Airport,Valladolid Airport
93.0,SWR,PMI,ZRH,Palma De Mallorca Airport,Zürich Airport
58.0,ANE,PNA,MAD,Pamplona Airport,Adolfo Suárez Madrid–Barajas Airport
58.0,ANE,PNA,MAD,Pamplona Airport,Adolfo Suárez Madrid–Barajas Airport
103.0,RYR,REU,CRL,Reus Air Base,Brussels South Charleroi Airport
103.0,RYR,REU,LPL,Reus Air Base,Liverpool John Lennon Airport
103.0,RYR,REU,STN,Reus Air Base,London Stansted Airport
103.0,RYR,SCQ,AGP,Santiago de Compostela Airport,Málaga Airport
103.0,RYR,SCQ,BCN,Santiago de Compostela Airport,Barcelona International Airport
96.0,VLG,SCQ,BCN,Santiago de Compostela Airport,Barcelona International Airport
107.0,VLG,SCQ,BCN,Santiago de Compostela Airport,Barcelona International Airport
87.0,IBS,SCQ,MAD,Santiago de Compostela Airport,Adolfo Suárez Madrid–Barajas Airport
87.0,IBS,SCQ,MAD,Santiago de Compostela Airport,Adolfo Suárez Madrid–Barajas Airport
107.0,VLG,SCQ,PMI,Santiago de Compostela Airport,Palma De Mallorca Airport
5.0,RYR,SCQ,STN,Santiago de Compostela Airport,London Stansted Airport
103.0,RYR,SCQ,STN,Santiago de Compostela Airport,London Stansted Airport
103.0,RYR,SCQ,SVQ,Santiago de Compostela Airport,Sevilla Airport
103.0,RYR,SCQ,TFS,Santiago de Compostela Airport,Tenerife South Airport
97.0,SWT,SCQ,VIT,Santiago de Compostela Airport,Vitoria/Foronda Airport
103.0,RYR,SDR,BCN,Santander Airport,Barcelona International Airport
1.0,IBB,SDR,LPA,Santander Airport,Gran Canaria Airport
96.0,IBE,SDR,MAD,Santander Airport,Adolfo Suárez Madrid–Barajas Airport
107.0,VLG,SDR,PMI,Santander Airport,Palma De Mallorca Airport
103.0,RYR,SDR,VIE,Santander Airport,Vienna International Airport
103.0,RYR,SDR,VLC,Santander Airport,Valencia Airport
45.0,IBB,SPC,LPA,La Palma Airport,Gran Canaria Airport
45.0,IBB,SPC,LPA,La Palma Airport,Gran Canaria Airport
45.0,IBB,SPC,LPA,La Palma Airport,Gran Canaria Airport
45.0,CNF,SPC,LPA,La Palma Airport,Gran Canaria Airport
87.0,IBE,SPC,MAD,La Palma Airport,Adolfo Suárez Madrid–Barajas Airport
45.0,IBB,SPC,TFN,La Palma Airport,Tenerife Norte Airport
45.0,IBB,SPC,TFN,La Palma Airport,Tenerife Norte Airport
45.0,IBB,SPC,TFN,La Palma Airport,Tenerife Norte Airport
45.0,IBB,SPC,TFN,La Palma Airport,Tenerife Norte Airport
45.0,IBB,SPC,TFN,La Palma Airport,Tenerife Norte Airport
45.0,IBB,SPC,TFN,La Palma Airport,Tenerife Norte Airport
45.0,IBB,SPC,TFN,La Palma Airport,Tenerife Norte Airport
45.0,CNF,SPC,TFN,La Palma Airport,Tenerife Norte Airport
45.0,CNF,SPC,TFN,La Palma Airport,Tenerife Norte Airport
45.0,CNF,SPC,TFN,La Palma Airport,Tenerife Norte Airport
103.0,TRA,SVQ,AMS,Sevilla Airport,Amsterdam Airport Schiphol
103.0,RYR,SVQ,BCN,Sevilla Airport,Barcelona International Airport
96.0,VLG,SVQ,BCN,Sevilla Airport,Barcelona International Airport
96.0,VLG,SVQ,BCN,Sevilla Airport,Barcelona International Airport
87.0,VLG,SVQ,BCN,Sevilla Airport,Barcelona International Airport
103.0,RYR,SVQ,BGY,Sevilla Airport,Milan Bergamo Airport
87.0,VLG,SVQ,BIO,Sevilla Airport,Bilbao Airport
68.0,VOE,SVQ,BIO,Sevilla Airport,Bilbao Airport
96.0,VLG,SVQ,BIO,Sevilla Airport,Bilbao Airport
62.0,AFR,SVQ,CDG,Sevilla Airport,Charles de Gaulle International Airport
103.0,RYR,SVQ,CGN,Sevilla Airport,Cologne Bonn Airport
103.0,RYR,SVQ,CRL,Sevilla Airport,Brussels South Charleroi Airport
103.0,MAY,SVQ,FCO,Sevilla Airport,Leonardo da Vinci–Fiumicino Airport
96.0,VLG,SVQ,FUE,Sevilla Airport,Fuerteventura Airport
87.0,EZS,SVQ,GVA,Sevilla Airport,Geneva Cointrin International Airport
103.0,RYR,SVQ,IBZ,Sevilla Airport,Ibiza Airport
103.0,RYR,SVQ,LPA,Sevilla Airport,Gran Canaria Airport
96.0,VLG,SVQ,LPA,Sevilla Airport,Gran Canaria Airport
87.0,IBE,SVQ,MAD,Sevilla Airport,Adolfo Suárez Madrid–Barajas Airport
87.0,IBE,SVQ,MAD,Sevilla Airport,Adolfo Suárez Madrid–Barajas Airport
7.0,JFA,SVQ,MPL,Sevilla Airport,Montpellier-Méditerranée Airport
11.0,TJT,SVQ,MRS,Sevilla Airport,Marseille Provence Airport
103.0,TVF,SVQ,NTE,Sevilla Airport,Nantes Atlantique Airport
103.0,TVF,SVQ,ORY,Sevilla Airport,Paris-Orly Airport
87.0,VLG,SVQ,ORY,Sevilla Airport,Paris-Orly Airport
103.0,RYR,SVQ,PMI,Sevilla Airport,Palma De Mallorca Airport
107.0,VLG,SVQ,PMI,Sevilla Airport,Palma De Mallorca Airport
103.0,RYR,SVQ,SCQ,Sevilla Airport,Santiago de Compostela Airport
68.0,VOE,SVQ,SDR,Sevilla Airport,Santander Airport
103.0,RYR,SVQ,STN,Sevilla Airport,London Stansted Airport
103.0,RYR,SVQ,SXF,Sevilla Airport,Berlin-Schönefeld Airport
96.0,VLG,SVQ,TFN,Sevilla Airport,Tenerife Norte Airport
103.0,RYR,SVQ,TFS,Sevilla Airport,Tenerife South Airport
154.0,BCS,SVQ,TNG,Sevilla Airport,Ibn Batouta Airport
148.0,SRR,SVQ,VIT,Sevilla Airport,Vitoria/Foronda Airport
97.0,TAY,SVQ,VIT,Sevilla Airport,Vitoria/Foronda Airport
154.0,BCS,SVQ,VIT,Sevilla Airport,Vitoria/Foronda Airport
2.0,AYR,SVQ,XRY,Sevilla Airport,Jerez Airport
2.0,UNKNOWN,SVQ,XRY,Sevilla Airport,Jerez Airport
2.0,AYR,SVQ,XRY,Sevilla Airport,Jerez Airport
2.0,AYR,SVQ,XRY,Sevilla Airport,Jerez Airport
2.0,AYR,SVQ,XRY,Sevilla Airport,Jerez Airport
2.0,UNKNOWN,SVQ,XRY,Sevilla Airport,Jerez Airport
2.0,AYR,SVQ,XRY,Sevilla Airport,Jerez Airport
2.0,AYR,SVQ,XRY,Sevilla Airport,Jerez Airport
2.0,UNKNOWN,SVQ,XRY,Sevilla Airport,Jerez Airport
2.0,UNKNOWN,SVQ,XRY,Sevilla Airport,Jerez Airport
2.0,AYR,SVQ,XRY,Sevilla Airport,Jerez Airport
2.0,UNKNOWN,SVQ,XRY,Sevilla Airport,Jerez Airport
2.0,AYR,SVQ,XRY,Sevilla Airport,Jerez Airport
2.0,UNKNOWN,SVQ,XRY,Sevilla Airport,Jerez Airport
2.0,AYR,SVQ,XRY,Sevilla Airport,Jerez Airport
2.0,AYR,SVQ,XRY,Sevilla Airport,Jerez Airport
2.0,AYR,SVQ,XRY,Sevilla Airport,Jerez Airport
2.0,UNKNOWN,SVQ,XRY,Sevilla Airport,Jerez Airport
2.0,UNKNOWN,SVQ,XRY,Sevilla Airport,Jerez Airport
2.0,AYR,SVQ,XRY,Sevilla Airport,Jerez Airport
2.0,AYR,SVQ,XRY,Sevilla Airport,Jerez Airport
2.0,UNKNOWN,SVQ,XRY,Sevilla Airport,Jerez Airport
45.0,IBB,TFN,ACE,Tenerife Norte Airport,Lanzarote Airport
45.0,IBB,TFN,ACE,Tenerife Norte Airport,Lanzarote Airport
45.0,IBB,TFN,ACE,Tenerife Norte Airport,Lanzarote Airport
45.0,IBB,TFN,ACE,Tenerife Norte Airport,Lanzarote Airport
45.0,CNF,TFN,ACE,Tenerife Norte Airport,Lanzarote Airport
96.0,VLG,TFN,AGP,Tenerife Norte Airport,Málaga Airport
87.0,VLG,TFN,ALC,Tenerife Norte Airport,Alicante International Airport
87.0,VLG,TFN,BCN,Tenerife Norte Airport,Barcelona International Airport
87.0,VLG,TFN,BCN,Tenerife Norte Airport,Barcelona International Airport
87.0,VLG,TFN,BIO,Tenerife Norte Airport,Bilbao Airport
45.0,CNF,TFN,FUE,Tenerife Norte Airport,Fuerteventura Airport
45.0,IBB,TFN,FUE,Tenerife Norte Airport,Fuerteventura Airport
45.0,IBB,TFN,FUE,Tenerife Norte Airport,Fuerteventura Airport
45.0,IBB,TFN,FUE,Tenerife Norte Airport,Fuerteventura Airport
45.0,IBB,TFN,FUE,Tenerife Norte Airport,Fuerteventura Airport
87.0,VLG,TFN,GRX,Tenerife Norte Airport,Federico Garcia Lorca Airport
1.0,IBB,TFN,LIS,Tenerife Norte Airport,Humberto Delgado Airport (Lisbon Portela Airport)
97.0,SWT,TFN,LPA,Tenerife Norte Airport,Gran Canaria Airport
113.0,SWT,TFN,LPA,Tenerife Norte Airport,Gran Canaria Airport
45.0,IBB,TFN,LPA,Tenerife Norte Airport,Gran Canaria Airport
45.0,IBB,TFN,LPA,Tenerife Norte Airport,Gran Canaria Airport
45.0,IBB,TFN,LPA,Tenerife Norte Airport,Gran Canaria Airport
45.0,IBB,TFN,LPA,Tenerife Norte Airport,Gran Canaria Airport
45.0,IBB,TFN,LPA,Tenerife Norte Airport,Gran Canaria Airport
45.0,IBB,TFN,LPA,Tenerife Norte Airport,Gran Canaria Airport
45.0,IBB,TFN,LPA,Tenerife Norte Airport,Gran Canaria Airport
1.0,IBB,TFN,LPA,Tenerife Norte Airport,Gran Canaria Airport
45.0,IBB,TFN,LPA,Tenerife Norte Airport,Gran Canaria Airport
45.0,CNF,TFN,LPA,Tenerife Norte Airport,Gran Canaria Airport
45.0,CNF,TFN,LPA,Tenerife Norte Airport,Gran Canaria Airport
45.0,CNF,TFN,LPA,Tenerife Norte Airport,Gran Canaria Airport
87.0,IBE,TFN,MAD,Tenerife Norte Airport,Adolfo Suárez Madrid–Barajas Airport
103.0,AEA,TFN,MAD,Tenerife Norte Airport,Adolfo Suárez Madrid–Barajas Airport
103.0,AEA,TFN,MAD,Tenerife Norte Airport,Adolfo Suárez Madrid–Barajas Airport
103.0,AEA,TFN,MAD,Tenerife Norte Airport,Adolfo Suárez Madrid–Barajas Airport
87.0,IBS,TFN,MAD,Tenerife Norte Airport,Adolfo Suárez Madrid–Barajas Airport
87.0,IBS,TFN,MAD,Tenerife Norte Airport,Adolfo Suárez Madrid–Barajas Airport
45.0,IBB,TFN,SPC,Tenerife Norte Airport,La Palma Airport
45.0,IBB,TFN,SPC,Tenerife Norte Airport,La Palma Airport
45.0,IBB,TFN,SPC,Tenerife Norte Airport,La Palma Airport
45.0,IBB,TFN,SPC,Tenerife Norte Airport,La Palma Airport
45.0,CNF,TFN,SPC,Tenerife Norte Airport,La Palma Airport
45.0,IBB,TFN,SPC,Tenerife Norte Airport,La Palma Airport
45.0,CNF,TFN,SPC,Tenerife Norte Airport,La Palma Airport
45.0,IBB,TFN,SPC,Tenerife Norte Airport,La Palma Airport
45.0,IBB,TFN,SPC,Tenerife Norte Airport,La Palma Airport
45.0,CNF,TFN,SPC,Tenerife Norte Airport,La Palma Airport
45.0,IBB,TFN,SPC,Tenerife Norte Airport,La Palma Airport
96.0,VLG,TFN,SVQ,Tenerife Norte Airport,Sevilla Airport
45.0,IBB,TFN,VDE,Tenerife Norte Airport,Hierro Airport
45.0,IBB,TFN,VDE,Tenerife Norte Airport,Hierro Airport
45.0,IBB,TFN,VDE,Tenerife Norte Airport,Hierro Airport
45.0,IBB,TFN,VDE,Tenerife Norte Airport,Hierro Airport
1.0,IBB,TFN,VGO,Tenerife Norte Airport,Vigo Airport
9.0,UNKNOWN,TFS,BCN,Tenerife South Airport,Barcelona International Airport
103.0,RYR,TFS,BHX,Tenerife South Airport,Birmingham International Airport
96.0,EZY,TFS,BRS,Tenerife South Airport,Bristol Airport
103.0,RYR,TFS,BRS,Tenerife South Airport,Bristol Airport
221.0,JAF,TFS,BRU,Tenerife South Airport,Brussels Airport
103.0,RYR,TFS,DUB,Tenerife South Airport,Dublin Airport
103.0,ENT,TFS,KTW,Tenerife South Airport,Katowice International Airport
115.0,EZY,TFS,LGW,Tenerife South Airport,London Gatwick Airport
45.0,IBB,TFS,LPA,Tenerife South Airport,Gran Canaria Airport
45.0,IBB,TFS,LPA,Tenerife South Airport,Gran Canaria Airport
45.0,IBB,TFS,LPA,Tenerife South Airport,Gran Canaria Airport
87.0,EZY,TFS,LTN,Tenerife South Airport,London Luton Airport
87.0,IBE,TFS,MAD,Tenerife South Airport,Adolfo Suárez Madrid–Barajas Airport
96.0,EZY,TFS,MAN,Tenerife South Airport,Manchester Airport
103.0,RYR,TFS,MAN,Tenerife South Airport,Manchester Airport
87.0,EJU,TFS,MXP,Tenerife South Airport,Malpensa International Airport
103.0,RYR,TFS,SCQ,Tenerife South Airport,Santiago de Compostela Airport
103.0,RYR,TFS,SNN,Tenerife South Airport,Shannon Airport
103.0,RYR,TFS,STN,Tenerife South Airport,London Stansted Airport
103.0,RYR,TFS,SVQ,Tenerife South Airport,Sevilla Airport
87.0,WZZ,TFS,VIE,Tenerife South Airport,Vienna International Airport
103.0,ENT,TFS,WAW,Tenerife South Airport,Warsaw Chopin Airport
87.0,EDW,TFS,ZRH,Tenerife South Airport,Zürich Airport
45.0,IBB,VDE,LPA,Hierro Airport,Gran Canaria Airport
45.0,IBB,VDE,TFN,Hierro Airport,Tenerife Norte Airport
45.0,IBB,VDE,TFN,Hierro Airport,Tenerife Norte Airport
45.0,IBB,VDE,TFN,Hierro Airport,Tenerife Norte Airport
